90.909094,-48.799187,-65.143379,-42.663737,10.640268,-87.117624,-0.615378,-23.286898,-33.066715,-32.727873
38.419729,-44.690760,-68.832680,-28.438079,-6.693137,-84.167486,23.589394,-20.940487,-48.454548,-52.568271
-343.017879,-83.983188,-157.975480,-188.364936,-221.131662,471.286002,-544.087397,-69.810238,-114.183532,-62.296364
-84.038596,-67.297427,-70.830713,-36.328271,15.945577,-105.622243,28.514878,-26.077583,-65.989338,-2.887451
-481.665973,2.891919,-88.450470,27.743437,-29.246975,-70.867287,7.660051,-19.008831,-43.661561,-210.870940
1101.755117,-78.420923,-47.483642,-67.738153,-14.460770,-73.939208,11.302274,-36.038293,-40.450192,-15.792679
1417.435213,-65.877497,-28.156246,-69.635731,16.826284,19.547804,72.146563,195.693099,-83.011735,-81.288323
-434.868198,-52.066947,-57.974254,-45.877764,3.078427,-88.171433,-5.484125,14.620684,192.755755,-81.992122
-478.356716,-35.605425,-71.023378,-27.922717,4.437658,-71.849449,35.278579,-32.579293,-21.993924,-23.206401
2304.044075,-93.381388,-25.133114,-74.480223,-52.283933,-48.043281,11.416985,-2.436272,-42.280142,74.190503
718.956158,-52.487155,10.516157,-35.666261,-29.877309,-53.568323,39.652885,227.353166,-196.514511,303.581273
-233.880498,-51.454277,-62.331070,-35.889323,6.363560,-57.604697,5.030318,-13.756344,-47.388448,-43.361022
-298.679260,-43.810644,-71.164880,-41.316418,-1.124993,-78.106976,20.137822,-31.508194,-26.517876,-2.229242
-501.649928,-46.347997,-70.531611,-36.287523,7.037775,-81.625091,15.828041,-23.742874,-36.131716,-18.125860
-644.359652,-26.471993,-25.727450,21.117309,129.643705,25.947864,157.629479,-103.557266,-27.607631,-4.083210
-333.593234,-56.404331,-148.320915,-151.475849,-274.667579,682.223974,43.325039,-165.347613,48.451037,48.004814
-683.834601,694.694762,-397.663621,379.777873,17.199843,-50.350148,-54.062773,-35.692324,10.458996,-5.898878
-386.675447,-43.860281,-73.448729,-41.122005,-0.008266,-81.660086,17.942975,-27.714334,-25.032673,1.159712
204.990198,-51.658943,-68.352793,-46.813019,-5.798978,-78.614798,10.426465,-19.084924,-32.169644,-6.294504
-337.544263,-34.674811,-45.495825,-35.233476,61.277245,-48.171549,-121.178468,444.299664,316.956273,597.413440
-266.703560,658.009108,-287.339437,362.859699,126.399628,195.204807,48.904468,528.729448,-207.401547,-480.588677
-229.813590,-0.906097,13.213918,-55.509099,143.120222,188.549116,247.502999,625.705051,-220.823440,-262.723129
-180.672391,-34.545519,39.835347,2.197511,283.893775,17.835437,-20.220692,-116.786507,-13.455480,-10.417477
-535.621319,-67.247206,-50.747581,-57.183690,0.658369,-102.196130,-57.655571,94.038643,360.949505,-116.417032
-521.287958,-48.989905,-68.306632,-40.065935,1.878546,-86.347702,25.060193,-27.520923,-24.837019,2.269563
-470.318134,-81.263464,-65.886260,-29.902884,53.977411,-135.063428,41.583189,-25.439046,-117.642444,-4.817342
-407.495875,-42.895054,-66.349786,-36.603719,16.820252,-85.358892,-0.292684,-35.629401,-21.236981,-35.216878
340.563666,-53.273072,-61.809950,-47.929859,-10.653071,-78.513884,17.223458,-27.002146,-24.955586,-3.350458
-439.493405,-90.007750,-145.091720,-184.758614,-232.616198,507.140001,-585.082693,-16.512703,-184.207377,-7.743528
442.559699,702.819885,-420.862396,358.168162,-43.210880,88.248437,-177.672551,-39.603095,-7.224191,-4.723669
-64.469856,-81.380676,-29.639929,-55.642647,8.410348,-106.737214,-89.062752,126.671452,615.913835,-300.632515
1339.461193,-76.344780,-40.794188,-61.241108,-32.597353,-67.900240,12.015762,5.376040,-45.898225,54.918163
-496.193490,-42.228958,-72.404607,-36.540159,8.369145,-87.469865,23.787384,-33.251233,-25.026461,-3.842923
-167.870144,-47.516292,-70.913415,-43.947169,-3.472933,-82.045280,18.145036,-25.991706,-27.694248,-4.110168
-435.912418,-32.399641,134.353817,34.897977,538.689919,109.946365,-43.439673,-213.136847,-5.060569,17.587595
234.891125,-55.757620,-56.689117,-51.893934,-7.450505,-66.326040,7.736023,-29.647605,-12.585785,23.698369
-191.466085,-46.625805,-71.273847,-41.888048,-1.221544,-82.808645,18.632426,-28.146145,-25.775408,-6.520451
-440.376819,-43.449215,-70.112982,-39.629548,0.927174,-80.003128,20.902653,-31.579496,-30.130748,6.878759
-36.437131,25.130974,-105.126165,3.078862,-2.802083,-71.254428,17.123965,-32.252608,-17.040423,7.034093
204.732058,-65.288200,-58.343733,-46.619249,-6.844223,-68.172768,24.212283,-46.128027,-18.759851,10.859070
-537.803922,-27.485089,169.547192,50.627700,633.197279,138.754728,-56.441929,-243.051002,-12.455815,14.019354
-467.282475,-196.478269,276.755079,479.888321,-187.380456,-51.237204,-58.675591,-13.462955,-28.954908,-32.435249
-356.901205,-51.591212,-64.056310,-47.857174,8.489761,-78.951908,21.492724,-54.355686,-37.324828,-7.790038
